"region","name","alpha_D","beta1","beta10","beta11","beta12","beta13","beta14","beta15","beta16","beta17","beta18","beta19","beta2","beta20","beta21","beta22","beta23","beta24","beta25","beta26","beta27","beta28","beta29","beta3","beta30","beta31","beta32","beta33","beta34","beta35","beta36","beta37","beta38","beta39","beta4","beta40","beta41","beta42","beta5","beta6","beta7","beta8","beta9","mu_D_1","mu_D_2","p_G_D","start_date"
"kabwe","alpha_D",0.000178582741589375,-1.18329176462076e-05,7.80600859648409e-07,-7.37711212526253e-06,3.46671148848065e-06,-6.82956586598679e-06,4.64380530790478e-06,-9.35519124119387e-08,-4.35837747708976e-07,-1.14212936020143e-05,2.87967561373359e-06,-6.6814711788121e-06,-4.23893930896224e-06,2.7619903285401e-06,6.63731592282756e-06,8.53703935057513e-06,1.47376358004191e-06,-2.87475965634909e-06,-5.02638420513649e-06,5.16310993297374e-06,1.17538773480779e-05,-3.01245675426099e-06,-6.77459974108018e-06,-7.36153902136147e-06,-8.24233954645593e-07,6.39823199490943e-06,4.50025500920804e-06,9.15295035451141e-06,1.09597224212812e-05,-2.66439594007833e-06,1.02799603067892e-05,-1.72342906226714e-05,-3.24144750000268e-06,-3.0625244114069e-06,-1.88121206043048e-06,-9.48134225016965e-06,3.34698981987977e-06,3.30429258460036e-06,4.49528766970852e-07,6.70961840207805e-06,2.43438244833496e-06,1.5331870403756e-06,3.51780333373134e-06,0.000132771621075862,0.000514374342050097,-5.26450445675812e-05,0.000223983307126951
"kabwe","beta1",-1.18329176462076e-05,0.000112276056477204,-4.03976119177788e-06,3.6972603372693e-06,2.72062617461828e-07,-5.51614479082462e-06,5.70421150811773e-06,-3.16927901415856e-06,6.13612312507522e-06,6.44766461783026e-07,-1.45798542351972e-06,-5.18777202489593e-06,8.95752921956047e-06,3.77435874700365e-06,-1.26812518066522e-06,-1.75823278960993e-06,4.23240812866112e-07,1.6418112143872e-06,4.55303921337324e-06,-2.41151484411433e-06,-3.33721189854682e-06,3.41273172846181e-06,-2.29362345057457e-07,8.54873501468091e-07,-2.69586026570788e-06,1.69903071483232e-06,4.98696506193105e-06,-6.05885852954919e-06,3.48247832063672e-06,-5.90959215132708e-06,-6.48823025588879e-06,4.03120126198287e-07,-2.81560846330733e-06,6.58985123576939e-06,-2.41835794362013e-06,-3.46430554914468e-06,9.75788152970085e-06,4.30539897799097e-06,-9.5720862261513e-06,-2.53615312723773e-06,-1.24876086885563e-06,-3.37772227391667e-06,2.02331485021274e-06,-0.000248022144347808,-0.000128953740352261,2.97484633437373e-05,0.00228454593934622
"kabwe","beta10",7.80600859648409e-07,-4.03976119177788e-06,3.22931072491583e-05,-9.11776598213705e-06,-3.38940468650951e-06,-4.79508722569674e-07,1.76737642954116e-06,-1.20748007287682e-06,3.75936075056057e-07,1.17722474793307e-06,-8.65858342865336e-07,-6.36045918420252e-07,3.07128563630132e-06,3.04924295798286e-06,1.8483879878014e-06,1.95009013401838e-06,-1.2029645221915e-06,6.54445847727137e-07,2.66332515115122e-06,-1.25361179522973e-06,4.2301376575632e-06,-4.31022508142248e-06,3.71706937204823e-06,2.48337236011097e-06,-2.86064836611562e-06,1.62916820979761e-06,3.17634607005973e-06,-5.17727224792658e-07,6.21991728284261e-07,8.96510017339179e-07,-9.07978190165277e-07,-1.19978521336711e-06,1.0989187154642e-06,-4.11422006799318e-06,1.0939562171972e-06,-1.706639408262e-06,1.33119325814824e-06,-3.9459659025101e-06,4.66287840216719e-06,-1.89855265706138e-06,-5.93783542738462e-06,-6.49069399890694e-06,-9.48839699373992e-06,2.03270587388629e-05,8.09066727821526e-05,-8.14462501294817e-06,-0.000121426845275606
"kabwe","beta11",-7.37711212526253e-06,3.6972603372693e-06,-9.11776598213705e-06,2.72962371502545e-05,-1.01370054275653e-05,-5.6717278593786e-06,-2.07171450609635e-06,-2.02054678694198e-06,1.71775029302437e-06,2.76647324106241e-06,3.05562467414722e-07,1.27229946816437e-07,2.51232930574204e-06,1.98189966943948e-06,-1.39977359501543e-06,2.43864653977513e-06,2.06712134904049e-06,1.86849233365648e-07,-1.36397080020892e-06,1.27554115180831e-06,-2.67582261577222e-06,2.9430253012557e-06,3.23981233755729e-06,-8.87142293277872e-07,-2.54815563433053e-06,-4.81337455045755e-07,-3.98235691613243e-06,-2.96597107997282e-07,2.88517724860021e-06,-2.04632243442598e-06,2.43046225433665e-06,-9.17904938101329e-07,8.35505920579108e-07,1.75074051107274e-06,-7.06423748888428e-08,3.29928496799139e-06,-8.63941530806481e-07,-3.80628851457427e-06,-6.49833195808179e-07,2.19138218764628e-06,2.57971599558844e-06,-1.37673198457987e-06,-2.77024823718421e-06,-7.13282194147866e-05,-0.000199308507592385,1.54612473258317e-05,0.00064474785342778
"kabwe","beta12",3.46671148848065e-06,2.72062617461828e-07,-3.38940468650951e-06,-1.01370054275653e-05,3.45077404773885e-05,-8.11950866674521e-06,-8.77231613596642e-06,-5.81385389561077e-06,-3.02799635976737e-06,-3.45165326908834e-07,-1.41217085978341e-07,3.12742368154737e-06,4.2968892870692e-06,-3.32549493822645e-06,-2.0921952499586e-06,1.59563556566865e-06,7.12373488017431e-07,9.29459767806562e-07,-3.79260823442045e-08,-2.45713487829325e-07,-2.73741138260805e-06,1.74909119454533e-06,-2.42242345582045e-06,2.16233702337617e-06,1.4253306675263e-06,4.18480167745619e-06,1.71494680496082e-06,2.63483747324877e-07,7.5543795663359e-07,-4.59212844644935e-06,3.63748214858954e-06,3.12864977823896e-06,-3.97053585371047e-06,-6.24358937080928e-07,2.47001415742786e-06,-3.03325319461429e-06,1.53341607184813e-06,4.61179798087767e-06,2.45999628825038e-06,-4.30236622820993e-06,-2.98816377984527e-06,-4.1576378025795e-06,1.24155668480362e-06,-0.000114618357563017,-9.94901454743506e-05,1.30302879402407e-05,-0.000222562311382539
"kabwe","beta13",-6.82956586598679e-06,-5.51614479082462e-06,-4.79508722569674e-07,-5.6717278593786e-06,-8.11950866674521e-06,4.5832610433726e-05,-1.24901438245741e-05,-4.52934136010068e-06,-5.62183271220778e-06,-6.89910306903149e-06,-2.54145095592401e-06,-2.88347046407438e-06,-2.81537679750234e-06,-1.09002542750449e-06,2.66155159429584e-06,-1.00273591791417e-06,-1.67494538222338e-06,-2.51304672664945e-07,7.99652608190818e-07,-1.49950281147269e-06,2.40454303595072e-06,5.14407091705636e-06,-8.91449704712544e-06,1.15492844504016e-06,3.25284438862745e-06,-5.19542207052901e-06,3.9459660691255e-06,-2.43764347651103e-06,-1.61075273126971e-06,2.13738381165916e-06,-7.89456180731826e-07,6.16589784229862e-06,2.72810001757935e-06,-3.11569164792972e-06,-1.19895407584215e-06,-5.34767675860049e-06,-1.92885690827008e-06,3.90023622563248e-06,1.79248416857876e-06,1.40013872724533e-06,1.01528104327157e-06,3.9032589289187e-07,-2.67065105853011e-06,2.99398660698419e-05,-8.56686279860287e-05,8.80877103964416e-06,-0.000211611222280808
"kabwe","beta14",4.64380530790478e-06,5.70421150811773e-06,1.76737642954116e-06,-2.07171450609635e-06,-8.77231613596642e-06,-1.24901438245741e-05,5.49845324860754e-05,-1.20453846384144e-05,-9.80108260689077e-06,-7.2616183501598e-06,-2.79060052239892e-06,-4.11924380541061e-06,1.21822881394987e-06,3.07255952224193e-06,1.06292041899594e-06,-1.00871823784294e-06,-4.54248669052818e-07,3.12626693506375e-06,-6.60757250386889e-06,-2.27808909026954e-06,-3.26392476741846e-06,-1.81733876174926e-06,3.41555870500744e-06,1.20572661748234e-06,2.12007270478894e-06,-2.22944162659766e-06,-9.2041708699766e-06,-3.74509731362799e-06,2.82350072419554e-06,-2.43510054995572e-06,2.50139034447002e-06,2.6592144356822e-06,1.87443563013534e-06,4.13881248820412e-06,-1.20240226050126e-06,1.11854187016505e-06,5.03147247205424e-06,-8.77830885914384e-06,-1.71914432428351e-06,-2.57612601617148e-06,1.00067897549365e-06,1.85490352905837e-06,1.77522526420399e-06,0.000108405010671692,-0.000164862157871542,-1.72376606351184e-06,0.000226378960038734
"kabwe","beta15",-9.35519124119387e-08,-3.16927901415856e-06,-1.20748007287682e-06,-2.02054678694198e-06,-5.81385389561077e-06,-4.52934136010068e-06,-1.20453846384144e-05,5.99169593335538e-05,-1.06161604913146e-05,-1.23505910408306e-05,-1.04305202869456e-05,-1.70241788558092e-06,-1.70992494361828e-06,-2.18999638879836e-06,-1.52504401391822e-06,3.45194221123177e-06,-2.45959894234485e-06,-6.66311842319852e-07,1.54001244858047e-06,2.6924688913391e-06,2.9502013064545e-06,-9.81210901104044e-06,4.67826475835429e-06,-7.69017745343297e-07,-1.48724584808636e-06,4.7656940003361e-06,-3.54737691889745e-06,9.11807720809952e-06,-1.05724018679544e-05,3.51159369718604e-06,-4.38979229772442e-06,-7.56836469836355e-06,-2.60885311473883e-06,-1.80306122809298e-06,1.07378678417998e-06,5.24559515262905e-06,-1.54997800499415e-06,2.76528727550385e-06,2.96076977944195e-06,1.38479988816615e-06,-3.03367904233814e-06,3.11140529022627e-07,2.06403480974513e-07,0.000135472993718441,0.00018936591211068,-5.71871880684646e-06,-0.000293110370314143
"kabwe","beta16",-4.35837747708976e-07,6.13612312507522e-06,3.75936075056057e-07,1.71775029302437e-06,-3.02799635976737e-06,-5.62183271220778e-06,-9.80108260689077e-06,-1.06161604913146e-05,6.53922131983599e-05,-1.76168282582322e-05,-7.74404316732912e-06,-4.7446823702378e-06,3.00720816833193e-06,-4.00183106789486e-06,-2.3041560596893e-06,1.39761313501262e-06,3.77037243606897e-06,-1.87657797851788e-06,1.93041925546872e-06,3.58818877508352e-06,-4.91576763889952e-07,-7.49298095316223e-07,7.53833541597392e-07,3.98820714845377e-06,-1.86724771627558e-06,2.65055870584164e-06,-1.41109367585321e-06,2.3628666215743e-06,-1.39019192079242e-06,2.16410394307801e-06,-2.31950808239808e-06,-2.70435825213889e-06,8.03134131847984e-06,8.01561561374897e-06,9.75659822436224e-07,5.04180259516688e-06,7.56576850730329e-07,2.26689722483616e-06,8.75670476509775e-09,-1.2768297631352e-06,-8.77143100488724e-07,-2.53367648425069e-06,1.02499484688455e-06,9.33553811872756e-05,8.27092246043287e-05,-7.05780709605043e-06,0.000372211990504269
"kabwe","beta17",-1.14212936020143e-05,6.44766461783026e-07,1.17722474793307e-06,2.76647324106241e-06,-3.45165326908834e-07,-6.89910306903149e-06,-7.2616183501598e-06,-1.23505910408306e-05,-1.76168282582322e-05,8.77984693265175e-05,-1.48810666474015e-05,-1.32916795231735e-05,1.15795118518047e-06,-4.09412434713958e-06,-2.73707604947163e-06,-6.04313988587594e-06,2.42285496476816e-06,-8.84665456066111e-07,9.18888159950325e-07,-2.240519519695e-06,2.06626234970157e-06,-5.86282685152375e-06,4.6069419813423e-06,2.03599472184997e-06,-4.76346908767752e-07,-1.74265811895074e-06,-4.15575786917781e-06,1.21505562357468e-06,-3.92294016463186e-06,8.75874866797161e-07,-4.47420977503952e-06,5.25261595621088e-06,6.73788240128548e-06,-3.983776702749e-06,8.20925227177923e-07,-4.59262828315108e-06,-4.42160977619105e-07,-6.05194720571087e-06,-3.61777637053195e-06,4.45610874186486e-06,-2.74059488838636e-07,-1.81615617379528e-06,-3.56723249367077e-06,0.000292045458307794,0.000153660108575603,-1.35468841206927e-05,-0.000331524397174459
