"region","name","alpha_D","beta1","beta10","beta11","beta12","beta13","beta14","beta15","beta16","beta17","beta18","beta19","beta2","beta20","beta21","beta22","beta23","beta24","beta25","beta26","beta27","beta28","beta29","beta3","beta30","beta31","beta32","beta33","beta34","beta35","beta36","beta37","beta38","beta39","beta4","beta40","beta41","beta42","beta5","beta6","beta7","beta8","beta9","mu_D_1","mu_D_2","p_G_D","start_date"
"kabwe","alpha_D",0.000150162461761991,2.70068378812135e-06,-3.59533359756102e-06,4.84703712201946e-06,4.84303978634109e-07,-2.13157824453226e-06,-3.48501173289095e-06,8.17126704771583e-06,-3.16154289582032e-06,-1.66785507857096e-06,-9.11204378376909e-07,4.26937833642438e-06,9.53381280139869e-06,-2.64447072727458e-07,6.73303817717132e-06,-4.50531128734281e-06,-2.13972510414733e-06,-2.49137352589332e-06,3.30440145433127e-07,2.33390393782986e-06,4.69333128642963e-06,-9.70138115783917e-06,2.78450153135862e-06,5.1005566271079e-07,7.99596363486827e-06,-5.0742144852187e-06,5.22520256669489e-06,4.03933043602031e-06,-1.16972464791184e-05,1.19206441422303e-05,5.5383881653147e-06,-1.14212256508451e-05,-1.74836747833596e-05,-7.55145190301108e-06,-3.98013035131436e-07,8.19395404291356e-06,2.76203952861252e-06,1.85204079213608e-06,7.48891705477959e-07,1.98111852589328e-06,-2.0013939777868e-06,-8.58652072480793e-06,7.14094188265389e-07,0.000130834567484115,0.000467490357315533,-2.78314122716878e-05,0.00048791843919309
"kabwe","beta1",2.70068378812135e-06,0.000120666451103296,1.84141576056518e-06,7.89918036420522e-07,-1.47209065691006e-06,4.27015114196852e-06,7.25436884640977e-07,-1.16107490761956e-05,8.93427606187472e-06,-2.99142225889948e-06,2.92018336140863e-06,2.89458996871704e-06,1.57116005052079e-05,-6.74732726167851e-07,-4.03932459026521e-06,2.61052420135447e-06,1.20536044457895e-06,-3.51903223892569e-06,-1.52055786851606e-07,3.55380275172608e-06,-3.59681143914224e-06,5.05157079600398e-07,-4.82033289238078e-06,-3.36926610149747e-07,1.77385504761905e-06,1.34451288507593e-06,-1.15849987615081e-06,6.85933045835919e-06,-8.79428683144541e-06,8.5146651123496e-06,-5.62756636943351e-06,-2.02432598366575e-06,-2.15779841432267e-06,3.79857946839424e-06,-1.66068775697867e-07,6.93400615064523e-07,-2.89382578887752e-06,-6.47377508773668e-06,-3.53519903920701e-06,-1.73803419589807e-06,-4.10838176780276e-06,-8.31512617999309e-06,-7.5893876482121e-06,0.000136434016268915,6.46964127287529e-05,-1.21297046089128e-06,0.00340902514586479
"kabwe","beta10",-3.59533359756102e-06,1.84141576056518e-06,3.22981327735578e-05,-8.51622654091183e-06,-3.38690374810451e-06,-3.14646843304087e-07,-1.52800235844632e-06,3.98868582613558e-07,1.19499443352951e-06,-3.1890591282104e-07,-1.44325272883078e-06,2.74961494609332e-06,3.66497694527096e-06,-5.71275253950035e-07,1.14478526810696e-06,-3.50126251193945e-06,3.83688327745505e-06,-6.70868957847399e-07,4.56967664529567e-07,-1.72878019184639e-06,6.79420271942076e-07,1.77017104702565e-06,-7.47239836491831e-06,2.51735335070393e-06,-2.59273912653326e-06,4.9805558513824e-06,4.56195562323523e-06,-1.15757930465819e-05,6.2702482777823e-06,-3.14860495510439e-06,-3.1536901707223e-06,-2.20771508325976e-06,-1.27885625657769e-06,-9.58197062072809e-07,-1.98655872526277e-06,-2.75732976219378e-06,2.26603878089628e-06,-1.32986368892134e-06,-7.79209107685026e-07,8.57126332053737e-07,-5.38221030870707e-06,-6.37771584006059e-06,-1.09414686643494e-05,0.000110605930137442,0.000201531775128707,-8.81924986656702e-06,-0.000421854939103867
"kabwe","beta11",4.84703712201946e-06,7.89918036420522e-07,-8.51622654091183e-06,2.14641415093877e-05,-5.18371855968289e-06,-4.20755735124633e-06,-4.92640035369251e-07,-2.83780399099538e-06,-4.63819846285713e-06,7.9488558293933e-07,2.52145825737697e-06,-4.57044508591002e-07,2.09773294138526e-06,1.62492611510275e-06,-1.6196031038074e-08,4.11981661708836e-07,1.17855981108753e-07,8.22787187035881e-07,-7.25876195864988e-07,2.27836388597993e-06,-9.14583647551073e-07,-2.04085586363067e-06,5.78860324832118e-06,2.10619020121814e-06,6.96395953229977e-07,1.60566781050817e-06,-7.33211628582155e-06,6.25899514870002e-06,-6.83049589641141e-06,4.31645759632144e-06,-4.00681167542281e-07,7.01333714169611e-07,-6.00590594970249e-06,1.68242344984035e-07,1.00390791353442e-06,2.67674794000726e-06,1.00486652551985e-06,-9.81163111457256e-07,2.64486377473185e-06,-2.79327169376714e-06,-2.30004708127857e-06,-6.59359855531131e-07,-2.91444846331931e-06,-7.05718191944849e-05,-2.07007008458027e-05,2.93938355068006e-06,0.000284728667106048
"kabwe","beta12",4.84303978634109e-07,-1.47209065691006e-06,-3.38690374810451e-06,-5.18371855968289e-06,2.69518718757632e-05,-9.20991529561311e-06,-5.15333396555505e-06,-5.44630273792042e-06,-2.03524845610597e-06,1.39858029496317e-07,-3.78455073100162e-06,3.37067447073468e-06,-1.95865179547038e-06,-1.76151812382942e-06,-7.6108346047526e-07,2.72676759621437e-06,7.6399172777835e-07,-3.02562301282578e-06,2.03924669987357e-06,9.79672608762571e-07,5.13985898970608e-07,-5.30583388678828e-07,-1.59665915209279e-06,1.252183076335e-06,1.02055269875274e-06,-1.16041192777628e-06,-4.32923502334993e-07,1.08126550298547e-06,1.14694759191653e-06,-1.854457520022e-06,-4.07998180084239e-09,2.26753406610193e-06,3.78870164699361e-06,-1.40174463454652e-06,2.33384233095942e-06,5.42528601769026e-06,-1.06379255055134e-06,3.5288471572437e-06,-2.3314022095896e-06,-8.65767789478391e-07,3.61115755008844e-06,-8.28571373025691e-07,-7.86661906598905e-08,-5.25890038965157e-05,-3.79174667246597e-05,6.84538482413165e-06,0.000303004983904234
"kabwe","beta13",-2.13157824453226e-06,4.27015114196852e-06,-3.14646843304087e-07,-4.20755735124633e-06,-9.20991529561311e-06,4.35209148170465e-05,-8.68435710187794e-06,-1.0325086265331e-05,-4.06641205002629e-06,-7.30025608291661e-06,1.07140137676066e-06,-7.16529900995223e-06,1.17405844197181e-06,2.90988991681936e-06,3.89868773005645e-06,-4.79214734394931e-06,2.64516237739957e-06,1.37821533387787e-06,-1.37896233456846e-06,3.08306824167177e-07,-3.83637499250842e-07,-1.77826395019342e-06,1.02284661226334e-06,-1.86806262834764e-06,3.16751612426245e-06,-2.93586850070301e-06,-5.4502504999502e-07,2.81086074354735e-06,8.88536921719325e-07,1.74271398602255e-07,1.62593035834683e-06,-2.73582233333694e-06,3.26803590595023e-06,3.57840767009205e-06,-2.22027102265912e-07,1.23241555866534e-06,2.31754607865446e-07,-2.01177728276051e-06,8.41846797803073e-07,3.96201546501923e-06,-1.06598226432745e-06,-5.1208084637657e-07,-1.02921818096225e-06,-2.4652222544834e-05,-0.000121396488907085,7.43618500552252e-07,0.000203288088179157
"kabwe","beta14",-3.48501173289095e-06,7.25436884640977e-07,-1.52800235844632e-06,-4.92640035369251e-07,-5.15333396555505e-06,-8.68435710187794e-06,4.96343349571112e-05,-1.22931381812625e-05,-8.40243070625209e-06,-5.89093877077267e-06,-1.89926322368709e-06,-1.39465851805083e-06,-2.02806949239398e-07,-3.8369155621607e-06,-3.08208193530698e-06,-2.84820996918001e-07,-2.39257826136604e-06,2.45178198041032e-06,5.33724330503972e-06,-9.0527601132098e-09,-2.07617431010665e-06,2.37164294437949e-06,-5.37435702444233e-07,-2.1305731446221e-06,4.16484676957059e-06,-2.46357828659462e-07,-6.11709530726671e-07,8.57827435254969e-06,-3.53084642125441e-06,6.22590587801658e-07,5.78840635781509e-06,5.184275690771e-06,-1.40216322413125e-06,-5.27886522409368e-06,2.04015141654985e-06,-1.18210447545838e-05,3.96418933308085e-06,-2.63015721914639e-06,4.65269363239358e-07,5.92740872915437e-07,1.63956485322798e-06,-2.70151006310665e-07,-1.67308571665626e-06,0.000189690682979366,1.62315808941884e-05,-4.82992012424989e-06,0.000247138976502748
"kabwe","beta15",8.17126704771583e-06,-1.16107490761956e-05,3.98868582613558e-07,-2.83780399099538e-06,-5.44630273792042e-06,-1.0325086265331e-05,-1.22931381812625e-05,6.79210549649334e-05,-1.30767981256871e-05,-5.75436427339744e-06,-8.00325099163077e-06,-5.64436431231081e-06,3.34794110775014e-06,-5.43416395982132e-06,1.01383382473362e-06,2.00433459187665e-06,1.10276326908416e-07,-6.96266928478027e-07,-2.12948832213679e-06,-5.53506068092253e-07,-2.325340207582e-07,-4.740844293058e-06,2.86170122558328e-07,-1.84975133924567e-06,-2.71184517548381e-06,7.68813092080502e-06,1.38198324569049e-06,-1.08671840278609e-05,3.40138271364339e-06,2.39505820922085e-07,1.49518872111303e-06,-2.50991005344593e-06,2.64208695553213e-06,4.35429502817093e-06,-2.52225000943158e-06,3.31187608416448e-06,3.30890702268144e-06,4.0382186705406e-06,3.07885819044504e-06,1.2879450436068e-06,-1.86054054615213e-06,-2.70771676310142e-06,4.48566149880325e-06,4.26249282430151e-05,-1.62829546576569e-05,-7.27900650154687e-07,-0.00127246230799088
"kabwe","beta16",-3.16154289582032e-06,8.93427606187472e-06,1.19499443352951e-06,-4.63819846285713e-06,-2.03524845610597e-06,-4.06641205002629e-06,-8.40243070625209e-06,-1.30767981256871e-05,6.78997769536319e-05,-1.56289420638348e-05,-1.06874012929974e-05,-8.17374497747428e-06,6.84347188773437e-07,-1.90142538679325e-06,3.18298000400084e-06,-6.49309915293861e-07,-9.4702937072676e-07,-3.97779862440896e-06,-2.03768468810527e-07,-2.87260569052412e-06,3.67275261336883e-06,6.05945657295166e-06,-4.76030017976389e-06,7.78326071762803e-06,-5.33743406334573e-06,-6.67991337748415e-06,1.13933205190186e-05,-9.63769315097206e-06,1.6412080320523e-06,5.05097875218946e-07,-6.64194129896038e-06,-1.19199925844327e-06,5.61297407499989e-06,-8.77565947760117e-06,-5.22494762135561e-07,1.76080114125174e-06,-1.47095367283879e-06,1.14397914291583e-06,-2.07536951703089e-06,-3.12199759283382e-06,3.91512330819437e-07,-8.10694726013355e-07,-1.38039096536174e-06,-6.69047914457863e-05,-0.000173686672579284,4.90045803539769e-06,0.000389412267284617
"kabwe","beta17",-1.66785507857096e-06,-2.99142225889948e-06,-3.1890591282104e-07,7.9488558293933e-07,1.39858029496317e-07,-7.30025608291661e-06,-5.89093877077267e-06,-5.75436427339744e-06,-1.56289420638348e-05,6.96171116096193e-05,-1.10522954100179e-05,-1.12353618652392e-05,-6.56246958379255e-07,-9.15605820417032e-06,-1.11028005184715e-05,-2.29241331855838e-07,7.25015295304296e-06,2.07670282475642e-07,-3.68773458324155e-06,-1.02730195881388e-06,-9.13704022217305e-07,-9.0698471475232e-06,9.58735279429342e-06,-3.49758191690907e-07,-4.40316954132413e-06,4.84569665433514e-06,7.5372614235449e-08,1.32269633066865e-06,-8.49734764792201e-06,3.62893525294782e-06,-1.90218478726313e-06,-6.4147178418863e-06,-4.75387157225736e-06,2.12907334172663e-06,-6.33942431938762e-08,6.29249769198484e-06,-4.48920318764001e-06,4.98268835632601e-06,-8.24956267865048e-07,-2.22115837224531e-06,4.67249435064318e-07,3.3959126705646e-06,-5.98007841250383e-07,7.73799792481243e-05,0.000125183119246453,-4.76977098113116e-06,-0.000481845522366024
